Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"Congo, Rep.",145.847946772998,155.978789615233,157.080216378336,164.830618902643,171.273173413048,185.323533774376,193.922520281974,199.498693825911,204.457925874844,205.94918684025,234.12576374874,289.498097289024,370.512434639965,388.17283511588,493.661881738192,471.506566319449,464.526643661554,518.343001726519,686.993267292556,949.557701432941,1077.59170468865,1133.94987566441,1068.74287005038,1085.75238161591,1039.42372864816,864.915983275654,1045.37193584231,979.524971759119,1029.78038324208,1174.32384260801,1113.53953283993,1167.76834071141,744.241512547685,668.235546068803,777.761597456816,908.179499117176,806.966776006999,658.306776470805,773.182046278595,1029.97458452161,871.670943341955,919.68701436568,1039.3797989603,1347.87090706011,1718.10081545284,2120.09784556714,2233.30825187719,3059.22653464122,2401.29815506625,2920.40670800012,3414.05470950568,3153.73946113121
Colombia,276.118335284317,292.506077674486,276.541381969127,332.483899761603,311.987391024481,285.351125771057,291.167023345441,292.487438275426,308.023901595637,337.242788739784,357.417814016499,387.040711321814,449.98407128606,527.446469821787,545.861726216763,624.709837244171,774.667083684467,904.303522334981,1061.31348822972,1240.06754344404,1320.80442653271,1383.14476849134,1344.63256129614,1299.44567411498,1160.18787161151,1137.51999554427,1159.7715882937,1225.04658940658,1210.75818673367,1209.18353310289,1214.45369274353,1423.92920316693,1582.5813512162,2274.88540453091,2529.32529603966,2609.29713235827,2814.13420499414,2552.46837410859,2196.71468527789,2503.54949201304,2421.27264610171,2376.08380306068,2261.28360832663,2752.91345381047,3392.92441342523,3712.78552494381,4663.54286427895,5405.10124041961,5116.74598909644,6179.39905431976,7148.86369473573,7747.84132093192
Comoros,,,,,,,,,,,,,,,,,,,,393.8343404009,352.693153374906,320.629352828418,324.460513006916,304.2064606064,315.342329646381,435.74673441861,513.188496268891,528.326755522214,493.493254707127,605.709388280868,583.549652428336,614.354220642358,593.862676455862,408.568535544987,497.743555399789,482.665107064368,433.186161646006,428.962433030904,432.171574440434,382.160321224415,406.135429048694,451.708224475373,568.757208939821,619.110512067504,644.273132465798,653.953725149153,734.822863341701,816.478225369916,803.486107802146,795.478436762659,871.692017063965,830.519668201936
Cape Verde,,,,,,,,,,,,,,,,,,,,471.654908590494,458.125672070416,453.513017410635,436.20471234464,406.443868150851,416.139891144894,568.231141788675,693.994914075904,772.476204683879,772.505953112153,1021.06572507454,1045.87632819259,1167.59707808603,1138.02417077956,1248.56392108854,1434.68731380507,1436.53154875983,1368.57045863352,1448.73005775438,1555.34582024421,1366.91874520445,1384.48380390717,1479.59281755341,1908.97702666838,2159.23233420357,2278.1647573586,2566.45402201947,3129.81879278601,3692.00267346682,3524.33035274833,3413.26336908992,3801.44976515179,3695.42448670453
Costa Rica,354.913434580145,334.837010176923,345.438977723797,353.97241077324,374.574819577061,396.511872218209,416.03590339764,447.530990798049,480.627069545341,540.490048163012,576.929567460871,647.888176540277,781.738415245782,832.291126119265,955.551127672782,1145.9019016931,1421.07323503034,1585.74531184719,1766.80612711308,2057.31205322269,1086.53814563791,1049.63698089743,1557.12579989159,1749.68654767187,1777.44016252122,1975.56622826029,2050.85807247586,2073.54233186497,2287.88857120903,2404.85128206479,2269.51661003279,2651.43984916622,2909.84247138412,3111.03501592695,3370.2395428738,3320.58877834553,3507.0819526229,3759.8810765258,4111.83260945619,4058.04453374767,4087.11897068393,4114.56690495427,4199.69481190115,4379.39106251918,4621.36412732799,5128.40075307641,5897.52784363741,6581.30750560839,6385.54285317473,7773.18547619658,8660.83083516574,9386.30483528739
South Asia (IFC classification),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,471.465343453014,488.027360007098,510.362185129066,539.63761711392,571.14214401921,609.684082209237,645.888487243935,633.653354875155,681.626437281226,742.970792028732,799.558331023394,914.509259438015,994.011913761458,1272.52626740949,1474.37544752281,1502.15947598765,1721.72065077763,1744.96766530991,1983.77116132178,2416.94354090746,2611.86365533,2868.13078391201,2901.51569992608,2722.45865581462,2655.81881490852,2388.74269782169,2548.39258293238,2685.64613177689,2726.04206161341,2948.57180850271,2907.99743679003,2840.68952957892,2934.76015569345,3091.73096643357,3365.35801826568,3632.71331354456,4029.04158291643,4390.69542086752,4636.40369168618,5016.10342426846,5112.38840412021,5354.32842801216,5696.30460381335,6160.09244599051,6988.55410720366,7813.56311962308,8630.64477991526,9779.15085147747,8173.06317885645,8588.7464584021,9190.21302023289,9317.66791341994
Cuba,,,,,,,,,,653.238091697424,779.56230391602,901.367403699216,1088.44026992633,1224.4118714737,1380.2617161105,1444.87340289617,1474.63636728969,1837.76403497469,2003.29468429828,2024.67897413529,2038.21458741356,2109.99672485513,2226.11864447329,2397.08796615375,2270.1244314614,2378.92983068796,2451.27458945227,2641.23621434346,2572.87345794032,2702.18528421772,2275.92590131326,2052.99144637681,2066.91765823137,2615.01881186466,2783.44329671199,2278.28534241443,2300.94585127749,2326.17435579099,2555.06873796343,2744.12447874096,2835.0766612396,2995.89952841232,3192.40051908576,3388.76695445716,3776.47054864481,4666.98816929325,5185.38227168825,5382.81596143181,5499.12010336593,5701.96267109907,6051.22200117364,
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.6676910847,,,,,,,,,,,,,,,,
Cyprus,,,,,,,,,,,,,,,976.329758102059,1157.41157599184,1476.2478652927,1929.40005760383,2559.22752625247,4232.02303824345,4033.24037707019,4122.78441087014,4091.04852519474,4258.74354670127,4488.28694190847,5642.63146154741,6690.5779233936,7645.62970326066,8038.91415274041,9641.57528123791,9696.09954080945,11310.0719505038,10526.1418450668,11617.692744959,14212.0540138723,14133.325200595,13276.7323817899,14069.1164101733,14236.9415348245,13421.6554155684,13797.1459674117,14862.4544399475,18428.9282609412,21380.9030777059,22430.6064204376,23863.5554638102,27860.2761061617,31928.396796291,29427.9087866487,27889.0371779788,29206.5105966734,26070.3674278903
Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.86103649185,2782.96267228151,3240.53325529085,3800.96035093774,4448.87465663963,5595.61578130755,6291.13850511111,5770.88765220734,6203.71305832673,6044.9811435773,5724.82486120146,6288.80425008696,7685.08881613776,9335.66682092755,11156.665467716,12705.6082518355,14445.7252671525,17467.4319985942,21627.1615825395,18805.6506398878,18866.8552258597,20580.1776749779,18682.8127693761
Germany,,,,,,,,,,2672.01830424271,3089.07065831324,3686.97031715304,4883.81283088939,5457.01129597706,6035.00841537425,6420.64030638832,7434.89775832403,9175.9004610992,10916.7980760177,11746.4040971075,9879.45743452074,9593.65732614254,9545.85934216367,9012.47936891013,9125.12102020117,13027.1950186109,16139.051616963,17352.343206354,17190.8261345347,21583.84352463,22603.6164742698,25604.7254344539,24735.6202405848,26375.8457271458,30887.8654852036,29749.9712591613,26296.5306126994,26547.775353907,25956.6374131131,22945.7088501507,22840.2740450113,24325.6664494032,29367.4089436583,33040.0514092622,33542.781383459,35237.6032582424,40402.9900838719,44132.0418157452,40270.1622924848,40144.5094214481,44314.966161826,41862.7105230881
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,803.79028567428,,767.378308756339,754.767043451524,730.588411364058,766.756573714765,754.865034517763,759.578697509621,726.045314653784,753.208505598479,749.585436237786,730.893985975985,730.742482786853,734.750285653278,753.289766747699,762.540842284486,780.145122224684,794.0556712904,823.80747268857,869.800178874116,912.499204499914,976.292986846243,1061.63709212333,,,,,
Dominica,,,,,,,,,,,,,,,,,495.434876626752,608.445285801706,591.224263764071,784.72506680462,878.509304673335,958.544202045688,1069.24313731616,1210.64672318767,1338.74502232629,1534.73566716569,1745.9118107003,2003.91199422564,2152.8603533213,2344.94452417651,2546.78307174984,2701.67181096388,2814.66904084087,3018.82064823689,3139.22430855365,3323.36941316005,3473.64855476319,3676.51654101411,3830.22997928913,4656.55123004996,4750.93094617816,4684.38359542221,4864.5966609106,5218.29860568619,5126.24986217824,5408.10779983548,5915.10601031146,6520.13453573207,6778.66035227858,6630.19515391289,6780.53752748561,6691.71487206195
Denmark,1503.53701342816,1681.0299129876,1775.37038468789,2013.24307693268,2243.93159483536,2443.2597913502,2644.7866468916,2712.61240033933,3068.23674114413,3366.06842928822,3730.62180965641,4525.81746123014,5966.2772478241,6609.4361625229,7824.97555059526,8610.20588808249,9601.17031479239,11617.0358142834,13516.4150277549,13607.0653520961,11788.1733807565,11516.090077988,11576.3342199983,11290.8644902453,11968.6162237553,16866.4963075594,20941.2601894241,22074.3595805335,21443.03865347,26422.8293751673,26520.3861450444,29043.6558331154,27102.8543643897,29502.094525472,34773.6754413182,35043.3647374391,32248.9594912753,32738.6832808049,32685.3189469237,29980.1554729546,29946.3818312109,32344.3197920286,39443.2681719856,45282.0680049995,47546.5945941372,50462.2335756077,57021.1731779507,62596.4885379665,56226.5801457945,56485.8944353764,59889.005096349,56325.6584387785
Dominican Republic,190.994766843947,232.775625021361,257.171125976693,271.458446683659,227.746905247437,244.616651732927,249.583705570338,252.653619647559,279.848171958007,328.343792337481,358.234392866441,415.728518165138,477.588730640923,580.594152462723,696.361980529028,745.753998939328,844.99593721856,858.813468894814,966.139629908863,1138.22939570508,1218.87275451161,1305.49141668927,1381.64665100523,1618.77844215293,773.270238017117,918.351978260907,855.686425474301,772.844926916036,941.904826857414,976.335504069615,1315.45823949746,1495.63194640574,1687.83522168269,1852.24278344086,2050.45949356402,2233.37521270717,2373.095063966,2522.62737307359,2545.65479857474,2769.8823219873,2829.19244639114,2973.65714541478,2344.5339196874,2407.18927993517,3635.70681222282,3794.07333976696,4297.51809359761,4696.95102449268,4731.60122303775,5166.15035884314,5492.65498300871,5745.77987821163
Algeria,210.60812897833,168.971971698248,222.719296396266,233.810109937585,245.576991361758,231.645176638319,249.757435617607,277.391418609577,297.984545933691,331.055446210143,336.279708489278,435.909847986962,546.895592886849,806.716285786088,924.223701861674,1024.08181964372,1177.63195486617,1438.2827164955,1760.33724142227,2174.31746992706,2205.97010226921,2176.91679568176,2274.77461614737,2424.24873184853,2535.85851741111,2705.94603032037,2755.0137601406,2372.58499197887,2175.09352276189,2364.54987875943,1699.85651058312,1743.34606877112,1773.82048306879,1479.60021499742,1424.64248422937,1572.83193698246,1587.64613767632,1563.50097349962,1555.19103253983,1727.33325088251,1702.78007949918,1742.55761030326,2056.26530251874,2549.95719297899,3038.74871341846,3391.36782568837,3845.84729635434,4786.5180703757,3771.28484363971,4349.56932474256,5271.59031215714,5347.70473442317
East Asia & Pacific (developing only),79.6801217785931,71.2069939612841,75.2144643496355,84.4449412607098,96.7820308460041,103.043530022683,97.3928142719563,95.8364948414136,104.750822441726,113.622169653311,118.69210679333,131.266641297523,161.748838123227,179.017244038431,197.30414938751,197.151739672762,224.466374751588,214.700884467018,245.144153881325,279.668971100521,294.75657595792,302.114654966055,311.178127222167,331.304632690867,356.535136079732,348.167426670759,337.664037893254,370.984032066483,395.200559697042,417.451801363339,448.110567532911,494.182489357129,525.983132545624,625.948939249516,763.85700752371,866.750162095553,887.654524301143,802.03233277332,871.573328064055,950.973662332872,1002.92091992616,1098.81769948432,1230.66856545893,1415.34846496508,1623.08378943573,1936.25089095753,2426.86715723838,3045.66956514122,3262.59404399078,3885.15355981996,4699.73609671353,5186.57642906961
East Asia & Pacific (all income levels),147.964022982285,148.579619096754,161.807905908557,181.22336574835,197.582169394028,215.286593170519,227.813915459488,245.144534709538,275.083987836506,313.825331426019,339.256197953356,410.921336221216,529.932665579982,597.712316426308,642.052465608317,694.408050641966,814.962755944129,1012.40259042725,1083.39269108819,1155.15084321393,1257.33742744126,1210.15629219705,1262.77641077086,1333.43309251356,1391.85910149201,1784.85493810127,2052.26082305937,2430.41790530907,2504.36618863499,2581.00644824634,2865.20872419031,3086.29366353519,3414.15274684256,3761.36694473027,4194.54582859156,3985.93161001911,3788.72720708016,3346.481519513,3689.71730509316,3953.91260789322,3643.51743195336,3669.33037496542,4000.85137228616,4451.32016441266,4699.18966319261,4946.64218588702,5497.34785395559,6300.9544548847,6438.96258193272,7414.70456160906,8500.83879225111,9036.56387146206
Europe & Central Asia (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,1393.84725121502,1457.73640832923,1580.8414180699,1798.31381570767,1675.50638645193,1626.85878149589,1670.00081663251,1404.61327014471,1598.75312038182,1629.96135288387,1699.3609042655,2012.51122668142,1845.61290039265,1860.89246533202,1688.31853198294,1970.42353764509,2496.59599234134,3169.91241415316,3864.31737746476,4437.38845019457,5586.87148746578,6624.78753306303,5469.53224298682,6138.33652884872,6854.20155587162,6939.49114293754
Europe & Central Asia (all income levels),696.684699766984,752.754433405326,820.399230019366,898.198207474825,966.795723007257,1040.50107643933,1109.46835417081,1147.28881076192,1249.31804895499,1352.76741253936,1512.94568444817,1798.50041148686,2266.07743099706,2543.0457570613,2955.14303144428,3051.72000355558,3434.80212115053,4157.62874051764,5046.04954956658,5671.43448579959,5011.48014103549,4802.0104113255,4628.52837786171,4421.52845603457,4546.61606251048,6130.8216236511,7478.36452820068,8260.70655776014,8399.06889961817,10176.1744257249,10435.8955348916,11143.3950219891,10210.4787355947,10673.9764856962,12198.4712579764,12415.9544603523,11752.6231212541,12026.3035227147,11877.0856338594,11147.5560445654,11246.8416736254,12286.5328557812,14942.1547179407,17369.4539072656,18441.4046015162,19898.8029015598,23181.1782056122,25355.8914465545,22173.0546803385,22538.7241571833,24839.7825359178,23784.1171916052
Ecuador,210.802120700643,200.562056672637,211.08809973201,228.323838272214,457.924066224367,452.675872414316,462.195193753147,453.999113548006,531.600221903932,475.12303718435,444.31600295756,499.65822594913,593.503587237984,978.912804384605,1115.89244045268,1277.11942624592,1507.86552788077,1587.78299863143,1839.0450320843,2260.78366725681,2688.306366091,2395.60196157243,2011.12715909601,1934.45928388964,1913.52385932979,1666.93722899186,1480.87352396175,1352.40013241635,1404.97794828506,1505.32307060845,1639.68643374977,1707.26341334414,1747.67024620831,2050.31815443986,2017.97355719394,2092.22419930154,2262.21040136254,2176.82634301588,1547.74548673105,1462.32021017267,1914.44916617172,2191.0096061862,2442.26903615911,2704.66515451777,3012.75243735434,3337.40036280521,3574.87789273035,4255.85199472837,4236.77755532099,4500.59155772334,5035.24249300543,5424.63361068466
"Egypt, Arab Rep.",150.561835526915,135.290178883119,136.812593710674,153.054248004973,159.320164695707,162.112824785327,165.069919424566,176.256256601627,193.231035282189,211.392752216465,222.490229811986,230.962232286003,248.277460081014,228.035818902452,283.405303987476,324.184967690805,347.701429214889,345.300364277198,412.956610801171,509.937561202497,509.414968877396,544.618255780848,585.31901737035,622.94394535577,689.015628932375,696.095737634168,767.532243858267,648.839947967407,718.17450774509,765.584086300619,644.225620310146,717.06309671237,785.37137595363,861.636686448196,983.502060471,1088.63179997279,1243.16876351496,1323.7035901138,1393.45317336199,1509.58102008768,1452.766702548,1286.19227830879,1194.30681727721,1116.92516092654,1249.49326013531,1472.570548432,1757.76048399699,2156.76296886681,2461.53085655598,2803.53296265274,2972.58351572603,3256.01846887917
Euro area,1026.22357453602,1128.30915602463,1253.92512682304,1381.9693116732,1494.61423853621,1616.56026856657,1743.93283452209,1857.57584459183,2038.7464320382,2211.26979529651,2492.60917040447,2992.65927195954,3862.30773494583,4353.5501063364,5020.95872758425,5216.89876998208,5910.82657377123,7203.57945922751,8688.57174469189,9690.2708531416,8386.87084945381,8095.96508165682,7882.9212166765,7548.53379942811,7740.50798864781,10838.0538445216,13367.1218611509,14654.2204374158,14902.3286083235,18658.9279194302,19303.847431401,21188.9929791207,19322.593179065,20376.7216649502,23471.029365936,23668.6761250323,21552.4563862642,22071.6481219041,21887.2600831021,19849.8816094664,20048.2441940434,21695.7998424038,26621.6177127109,30305.6104701075,31268.2636654788,32981.5798162097,37710.6439824718,41075.9767758834,37452.2986837876,36346.8690812132,39318.8433413716,36526.8416270462
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.191294518165,139.888972251854,157.961644420228,169.614880457021,199.670684015878,192.816407850005,203.23201153092,181.515579375379,179.31160493795,183.432524763289,170.339464742667,194.576026986707,237.712736628605,226.289856771383,240.54681625089,252.9776299355,256.437569808174,334.064885151296,368.747758196898,439.542371425812,504.302191150692
Spain,450.053289246968,520.206131380005,609.487384056513,675.241639141208,774.761609330096,889.659872011529,968.306781765983,950.545740593734,1077.67869994591,1177.06466424622,1323.85519317109,1664.05052382422,2193.02050408509,2686.6550312283,3136.49791611609,3201.60271863069,3535.89795225818,4228.98428291185,5601.07848533354,6036.5731068897,5217.59765624899,5015.49124673794,4353.97153028316,4365.42454267508,4569.12216701439,6332.28748456212,8011.38285025495,9433.61894534369,10381.2952961736,13409.5838265809,14391.6159737325,15680.0427182223,13009.1009730927,13109.7305261825,15150.9502209946,15766.3966706227,14466.9679435662,15126.4316054509,15475.5215541311,14413.788872416,14952.0908405442,16611.7133792726,21041.537602062,24468.745434352,26056.388766184,28024.7484955658,32118.1020202285,34977.389054696,31678.9612553439,29862.964891139,31472.5392958879,28624.4729064329
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.01951137543,3339.85937134862,3609.82613354783,4035.56436064175,4150.03372375791,4143.93026865409,4572.91227002064,5386.39020000551,7270.28343634295,8912.79392124365,10330.2816588085,12503.0946797909,16392.7241261722,17738.4822563099,14479.6289119009,14109.7834042642,16808.948643136,16716.6712522956
Ethiopia,,,,,,,,,,,,,,,,,,,,,201.392352856183,206.117101749977,222.239777910774,203.44440883575,230.735747743566,232.150224947582,240.290088299119,241.02243273462,245.271697215462,251.496337694812,268.604819997085,202.096625593011,164.241143561303,124.550289840061,133.377845652625,144.229644512116,146.751396897885,129.413422024764,121.995073647007,122.657037827058,119.008353793157,110.276414377263,117.697632220938,134.394879977387,159.968678091891,191.768545110284,236.098216294203,309.952283137482,332.330556314202,302.098004655256,335.00288596709,453.568992739235
European Union,966.45077860934,1046.43688048766,1142.52274612474,1255.13400014769,1355.59124914346,1458.3250586253,1555.77390719573,1606.32026573391,1753.26272810961,1913.54154826976,2151.89804949108,2561.8263360709,3234.02535034062,3618.09568577237,4204.89837241674,4337.33121632039,4890.84237552436,5959.38837421318,7239.35404883402,8223.11100504874,7243.9594222143,6955.75873917066,6721.46257406604,6437.99334684105,6634.59106310727,9015.10878546033,11041.9214587026,12256.4537534405,12479.6451577931,15346.8929327621,15863.6003633072,17216.8034324964,15652.5583011706,16624.7923769405,19085.1309603781,19450.98491386,18307.2414156186,18921.5032843767,18866.5917463817,17463.260706033,17636.4948994156,19179.7068045538,23286.0034651811,26767.0943898978,27865.7529932881,29593.397475234,34065.8041746537,36490.7915545882,32476.8699016277,32073.932766669,34825.6797994479,32782.0894738721
Finland,1327.427224366,1411.70239818044,1522.3192420995,1707.50393824701,1882.08685764849,2010.21345619725,2034.18904965478,1907.07727217667,2178.03525044982,2436.34168351972,2683.90917683471,3139.88050988103,4123.57650038316,5234.64783446968,6181.20008351598,6659.59228962851,6985.09220162313,7538.15038188575,9221.33518475369,11090.5455492246,10789.8990559596,10809.5825806061,10355.6875146221,10675.9990638732,11215.3292176329,14704.6966133524,18257.0445727893,21668.4665599407,23526.6597122654,27852.2921278918,24991.4616782765,21850.7335564011,17240.2329177377,19776.7363841243,25609.1382413656,25037.8538082948,23928.2112384565,25179.599828403,25229.595816976,23529.538458379,24025.1182328248,25993.8399661027,31508.8752255305,36162.6560148878,37318.7973179157,39487.0540582311,46538.1712751779,51186.4851603858,44837.7108746463,43846.3031877708,48634.1756070716,45720.7693697217
Fiji,287.347177094076,291.555831464401,296.78864559009,310.888073144811,317.072263823461,316.176267906957,333.310554309052,334.650806966317,357.458747326287,422.413510435661,466.04375785837,583.353154168805,768.735671715874,987.979665049496,1186.74611316174,1182.17262517205,1202.71781679934,1360.87249541165,1640.680968706,1893.04367770352,1898.56280693718,1786.86240543207,1638.56316386784,1681.90677480653,1603.58220790828,1795.74277943429,1632.3697147937,1535.86021432921,1632.74441016691,1835.71768397274,1882.24553851312,2057.93462738208,2166.34825711772,2383.92448661242,2540.4599625444,2713.66197592784,2640.27219488069,2069.38754602081,2407.08204698931,2074.92880956053,2037.68546164612,2257.54466054829,2833.90570114991,3330.30996883444,3655.66383635931,3747.43369107302,4075.99140485815,4301.63219035441,3431.75588024567,3747.67463511347,4324.68552926853,4467.10379118761
France,1445.15191436837,1590.19648698593,1756.80406216629,1922.69759816874,2045.4421464816,2193.06134001466,2350.34402891984,2537.31346252268,2731.54044151974,2821.83036234136,3128.73846831458,3807.63865289519,4911.35794485977,5257.72380389917,6581.16821287308,6760.22726552484,7429.38530021915,9129.92942952302,11003.8627079511,12500.2907831912,10903.8538820637,10294.3195144954,9801.34152347601,9235.03886361807,9564.16744718969,13271.2420707017,15968.1955928479,17319.9519430522,17328.2841734488,21300.8209930665,21268.2483184791,23330.266204895,21944.0355331036,23059.2456476134,26403.1406839904,26321.727392436,23705.8393618403,24405.8895047484,24075.0434296553,21774.9447292664,21812.1914261782,23494.4084075333,28794.0710907308,32784.8375924549,33818.968750224,35457.0461799521,40341.9149187807,43991.699527809,40487.893904467,39186.0224430695,42521.8129465461,39771.8428056603
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24543.5931846924,24584.7049457354,22850.4429638732,24501.9580638332,26563.7561394377,30778.7918969164,34520.887422886,35211.552686005,39869.9801425175,45974.6918596323,48645.3840210225,44317.305892908,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,1320.06247056199,,,1275.86755810252,1296.32098107171,1355.14018691589,1436.90682424461,1528.0646936085,1682.18623481781,1756.20242180413,1908.84862945823,1909.35063220721,2065.00415724745,2019.95277310956,1906.81005936117,2029.32665321408,2046.79155488342,2170.96083811126,2239.91695459758,2257.77362593475,2293.57946004813,2247.83777095232,2352.63933994939,2393.80055071862,2434.80628732652,2500.90568587721,2668.81050557273,2838.4488414008,3000.15005484138,3154.51386221773
Gabon,332.772038273659,358.883389380469,299.5184685206,412.203776512353,425.782778349936,453.685274298341,490.950392659683,521.109514642827,551.112448784734,549.5955725153,635.412279601789,703.456523348284,1159.46372748867,2430.6190033717,3328.72490505192,4545.68931433509,4150.75162881228,3450.33719478261,4273.4244870341,5891.13410326222,5186.87166533233,4737.85105848339,4328.21808478628,4427.90927758227,4043.35796056135,4010.63118017369,3762.84691386863,4277.5316040513,4543.95727999021,6287.39294778282,5555.47879131996,5598.98083310886,4269.52040888695,3980.74734778417,4589.4967213816,5135.78990840182,4683.27845258413,3843.39582359421,3899.08663885594,4135.25406033476,3754.36392417204,3836.79668093628,4601.60445352641,5328.48518616631,6281.95468355529,6756.27115874218,7994.3048251246,10577.9167631962,7919.71089348204,9321.95586875291,11768.6062909951,11256.5227634711
United Kingdom,1452.54470901356,1513.65144854926,1592.61447661562,1729.39997803568,1850.95476855498,1959.62782962126,2023.62756371118,1896.38674860735,2032.34700964503,2241.97139465273,2525.62821201385,2891.98090065793,3257.30583296065,3516.42028341878,4204.92204349949,4041.0397113743,4565.46548945349,5785.46173861378,7511.10769995379,9622.97504315648,9142.46650435449,8718.26725724956,8266.5236949895,7777.64428901943,8209.83696297979,10063.8386624942,12333.137185676,14951.0521346675,15057.1792235139,17805.2490878671,18571.3620660371,19211.862158009,17270.1156436689,18664.39425718,20349.9587403675,21349.434915541,23734.4218621266,25266.3947411168,25870.9890398829,25361.939643719,25126.0159495131,27322.01729228,31479.9226268313,37095.3755854639,38545.2231172646,40976.6960301463,46847.6441271262,43779.8096604049,35721.8280626189,36703.3617890591,39503.3146289646,39093.4728380825
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.4108421544,1310.47264249497,757.38393919697,550.015394494186,517.087113049566,569.01814110096,670.461104849436,774.680210871008,805.272689971326,628.865657975276,691.997705191985,733.97041379006,779.38459063659,922.029739615273,1186.87304662626,1469.97462356163,1764.87043636041,2317.98850116003,2919.69005200272,2440.96131777277,2613.68950836498,3219.56996306535,3490.24531588016
Ghana,189.665924912065,195.113544843913,211.000633872028,230.461707582616,266.383987011763,269.523339847158,216.879703725644,202.781440493909,233.611736559406,257.681583277929,273.872717447391,232.568752288532,263.696082365033,301.367027723943,285.822856743122,275.879020842003,313.000950520902,353.698393125264,381.021305135908,411.500047710962,379.77979609058,351.301758586284,341.069522745281,358.377986770288,354.201629100118,437.067573068679,376.443232810635,375.209471089674,368.984907026339,402.57703804577,438.948881979469,414.697910149497,375.231422805302,333.329913021682,385.682130940319,403.804744662797,392.261669414819,416.39173948655,419.820713397123,264.692698777017,275.476271021825,311.639619852605,375.964867168234,426.263510860156,501.864294709112,929.94554542915,1099.08475876397,1234.4372533349,1096.53365682573,1326.06611191972,1594.03080918738,1604.90578223229
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,368.896385059665,380.666006167164,430.695643202354,422.898306955592,442.951183294414,474.65435864091,487.749813143315,459.502910918518,450.252203809763,471.311961476404,477.968040143092,456.071666926845,424.297293931865,402.432043500559,342.478519543079,318.530669937315,326.07994817715,374.426844513432,390.884562329795,306.701179088057,287.922985679222,411.484706879722,437.805682674027,435.17566285432,435.448888012572,454.00227756489,491.789978100234
"Gambia, The",,,,,,108.314644983926,112.155412536056,96.7313636954851,103.644039112961,116.919452888976,121.098443035359,124.669837841323,153.488278997128,189.502986388872,221.044653762794,209.151637740649,250.248948424257,302.614632562081,353.944980596719,398.899241768794,349.797174590178,333.307409686626,317.051530836412,252.947756230941,308.330589461846,242.169930600907,274.365318389742,316.314621575566,322.44410486996,345.855022144753,727.041985078934,729.079362294068,748.868762195403,720.150841404452,737.511454077273,773.990492889167,713.081942764166,724.839376542886,682.838569886707,637.104271262046,542.682176351316,442.526909888299,361.157836610165,415.813968656658,434.495444508129,441.919656085159,522.339918301539,612.028577627254,553.099351360503,566.335325443886,517.752431961964,512.103199223786
Guinea-Bissau,,,,,,,,,,115.281783875608,112.419700214133,122.006598356592,120.608052490313,129.692250058395,140.067231079147,142.360218404393,144.304488462742,152.946344921323,146.621755898144,135.227343606141,185.944352956434,194.894652915983,188.256431427227,155.665624867392,158.025445989174,139.882211463533,182.636522575195,169.018751112615,214.253708719074,239.793190391428,247.089816447624,212.56260532833,217.474478943915,211.460808887259,222.843093463055,232.027370559804,225.35648310913,169.458633248984,180.201723074983,284.187196957219,295.19569037452,305.571648950927,342.075873217411,375.794628886557,402.98804692912,398.2471790984,465.340262504951,555.65946528894,536.802806587167,526.521023877314,595.829248527905,494.314615063207
Equatorial Guinea,,35.3677276832669,41.5345234998498,48.0181583108462,240.31865155806,250.880313645769,256.041717766068,233.854582629444,230.214011265605,228.01749221027,227.955237799867,238.017833326208,309.491824381173,377.292922170676,437.781047395816,453.570256197167,471.731371523183,,,,,,,,254.469093422522,301.133975638201,351.129019925719,361.601947902894,309.109288853632,353.440786836865,337.967807678996,385.819445563098,368.006212059173,294.136190740433,371.140359683771,567.660100294433,1056.13238035353,936.815255521583,1736.50070274326,2398.49329546976,3247.55355278021,3893.29743788946,5192.76929799558,8943.67628609655,13612.8479267328,12493.8038598218,16110.382264131,23511.2813687143,15300.6997027051,17612.7579335919,23473.4356448491,24035.7060899604
